DOI,title,year,num_citations,num_views,document_type,num_authors,num_references,num_figures,num_equations,num_countries,num_words_title,num_words_abstract,prop_words_abs,prop_simple_words_abs,first_au_F,last_au_F
10.1371/journal.pcbi.0020092,Toward a census of bacteria in soil,2006,264,28253,Article,2,45,5,1,1,7,221,0.939,0.351,0.004,0.99
10.1371/journal.pcbi.0020094,Complex parameter landscape for a complex neuron model,2006,159,9531,Article,2,20,7,2,1,8,169,0.982,0.386,0.002,0.004
10.1371/journal.pcbi.0020095,"Nonoptimal component placement, but short processing paths, due to long-distance projections in neural systems",2006,396,11991,Article,2,43,5,0,3,15,241,0.957,0.331,0.006,0
10.1371/journal.pcbi.0020096,Circadian rhythmicity by autocatalysis,2006,57,6054,Article,6,39,6,1,2,4,95,0.906,0.344,0,0.003
10.1371/journal.pcbi.0020097,"Erratum: How does cross-reactive stimulation affect the longevity of CD8+ T cell memory? (PLoS Computational Biology 2, 6 DOI: 10.1371/journal.pcbi. 0020055)",2006,1,1372,Erratum,4,0,0,0,0,25,NA,0,0,0,NA
10.1371/journal.pcbi.0020098,"Molecular simulations of cotranslational protein folding: Fragment stabilities, folding cooperativity, and trapping in the ribosome",2006,90,8908,Article,1,95,11,3,1,15,307,0.959,0.32,0.06,0.06
10.1371/journal.pcbi.0020099,A biocurator perspective: Annotation at the research collaboratory for structural bioinformatics protein data bank,2006,16,6702,Review,3,14,0,0,0,14,NA,0,0,0.018,0
10.1371/journal.pcbi.0020100,Intrinsic disorder is a common feature of hub proteins from four eukaryotic interactomes,2006,435,14660,Article,9,52,5,3,2,13,251,0.94,0.321,0.004,1
10.1371/journal.pcbi.0020101,Matrix formalism to describe functional states of transcriptional regulatory systems,2006,74,11241,Article,5,38,11,6,1,10,222,0.982,0.378,0.002,0
10.1371/journal.pcbi.0020102,Insights into the coupling of duplication events and macroevolution from an age profile of animal transmembrane gene families,2006,9,5242,Article,6,57,4,2,1,18,202,0.975,0.395,NA,NA
10.1371/journal.pcbi.0020103,Transient resetting: A novel mechanism for synchrony and its biological examples,2006,34,5295,Article,3,23,7,4,2,11,131,1,0.432,NA,0
10.1371/journal.pcbi.0020106,Conservation of expression and sequence of metabolic genes is reflected by activity across metabolic states,2006,31,6598,Article,4,45,3,0,1,15,189,0.99,0.436,0,0
10.1371/journal.pcbi.0020107,Modeling of oxygen transport and cellular energetics explains observations on in vivo cardiac energy metabolism,2006,63,12023,Article,1,56,5,55,1,15,327,0.933,0.299,0.004,0.004
10.1371/journal.pcbi.0020108,Modeling somatic evolution in tumorigenesis,2006,79,12048,Article,4,30,6,1,1,5,205,0.969,0.323,0.997,0.996
10.1371/journal.pcbi.0020109,High epitope expression levels increase competition between T cells,2006,19,4958,Article,3,79,6,2,1,9,174,0.949,0.404,NA,0.002
10.1371/journal.pcbi.0020110,Ten simple rules for reviewers,2006,22,61614,Editorial,2,2,0,0,0,5,NA,0,0,0.003,0.023
10.1371/journal.pcbi.0020111,One year of PLoS Computational Biology,2006,0,9047,Editorial,1,0,1,0,0,6,NA,0,0,0.003,0.003
10.1371/journal.pcbi.0020113,Evidence of influence of genomic DNA sequence on human X chromosome inactivation,2006,74,7656,Article,4,41,5,2,1,12,245,0.924,0.341,NA,0.007
10.1371/journal.pcbi.0020114,Expansion of protein domain repeats,2006,169,12641,Article,3,30,8,2,1,5,292,0.929,0.379,NA,0
10.1371/journal.pcbi.0020115,Striking similarities in the genomic distribution of tandemly arrayed genes in Arabidopsis and rice,2006,177,7401,Article,3,51,5,0,2,14,237,0.953,0.305,1,0.005
10.1371/journal.pcbi.0020116,Model-based design of growth-attenuated viruses,2006,26,6717,Article,4,63,9,28,1,7,235,0.981,0.265,NA,0.004
10.1371/journal.pcbi.0020117,Oscillatory regulation of hes1: Discrete stochastic delay modelling and simulation,2006,189,9807,Article,4,22,11,23,2,10,72,0.967,0.45,0.006,NA
10.1371/journal.pcbi.0020118,Imitating manual curation of text-mined facts in biomedicine,2006,21,7588,Article,3,32,9,20,1,9,170,0.982,0.327,0.006,0.041
10.1371/journal.pcbi.0020119,Transient calcium and dopamine increase PKA activity and DARPP-32 phosphorylation,2006,80,9698,Article,5,117,10,4,2,11,305,0.935,0.281,0.992,0.997
10.1371/journal.pcbi.0020120,Mathematical modeling identifies inhibitors of apoptosis as mediators of positive feedback and bistability,2006,162,17538,Article,3,109,6,0,1,13,223,0.917,0.263,0.002,NA
10.1371/journal.pcbi.0020121,Ten simple rules for selecting a postdoctoral position,2006,10,137676,Editorial,2,0,0,0,0,8,NA,0,0,0.003,0
10.1371/journal.pcbi.0020122,Intricate knots in proteins: Function and evolution,2006,228,14599,Article,3,43,2,0,1,7,78,0.946,0.375,0.003,0
10.1371/journal.pcbi.0020123,Transcriptional dynamics of the embryonic stem cell switch,2006,189,23259,Article,5,64,13,10,2,8,306,0.96,0.313,0,0.002
10.1371/journal.pcbi.0020124,The many faces of protein-protein interactions: A compendium of interface geometry,2006,89,11570,Article,4,65,11,5,2,12,249,0.923,0.322,0.667,0.005
10.1371/journal.pcbi.0020125,The biocurator: Connecting and enhancing scientific data,2006,23,7183,Short Survey,2,2,0,0,0,7,NA,0,0,0.238,0.963
10.1371/journal.pcbi.0020127,Computational model of vascular endothelial growth factor spatial distribution in muscle and pro-angiogenic cell therapy,2006,41,8261,Article,3,55,9,14,1,16,307,0.923,0.385,NA,0
10.1371/journal.pcbi.0020128,Can transgenic maize affect soil microbial communities?,2006,35,10862,Article,5,50,5,3,3,7,315,0.963,0.333,0.044,0.005
10.1371/journal.pcbi.0020129,Simulating properties of in vitro epithelial cell morphogenesis,2006,54,7515,Article,4,24,12,0,1,8,304,0.983,0.343,0.003,NA
10.1371/journal.pcbi.0020130,Large-scale turnover of functional transcription factor binding sites in Drosophila,2006,168,12348,Article,7,64,6,6,1,11,199,0.941,0.324,0.003,0.005
10.1371/journal.pcbi.0020131,Sampling realistic protein conformations using local structural bias,2006,68,12450,Article,3,72,10,11,2,8,138,1,0.351,0.004,0
10.1371/journal.pcbi.0020132,Natural biocombinatorics in the polyketide synthase genes of the actinobacterium Streptomyces avermitilis,2006,85,10298,Article,3,36,6,0,1,12,213,0.895,0.274,0,1
10.1371/journal.pcbi.0020133,"Phylogenetic reconstruction of orthology, paralogy, and conserved synteny for dog and human",2006,95,11884,Article,2,65,10,1,1,12,333,0.901,0.254,0.009,0.137
10.1371/journal.pcbi.0020134,Targeted molecular dynamics study of C-loop closure and channel gating in nicotinic receptors,2006,100,11077,Article,5,56,12,0,1,14,215,0.91,0.287,NA,NA
10.1371/journal.pcbi.0020135,Viral and latent reservoir persistence in HIV-1-infected patients on therapy,2006,74,7388,Article,2,77,6,40,1,12,319,0.981,0.342,NA,0.003
10.1371/journal.pcbi.0020136,Quantitative analyses of circadian gene expression in mammalian cell cultures,2006,71,16052,Article,4,56,12,1,1,10,199,0.96,0.264,0.995,0.006
10.1371/journal.pcbi.0020137,The role of compensatory mutations in the emergence of drug resistance,2006,77,10872,Article,3,58,7,19,1,11,100,1,0.423,0.007,NA
10.1371/journal.pcbi.0020139,The transcriptional regulator CBP has defined spatial associations within interphase nuclei,2006,20,7209,Article,6,48,8,1,2,11,358,0.936,0.284,0.003,0.005
10.1371/journal.pcbi.0020140,Cooperation prevails when individuals adjust their social ties,2006,367,12725,Article,3,28,6,0,3,8,296,0.994,0.404,0.007,0.004
10.1371/journal.pcbi.0020141,From bad to good: Fitness reversals and the ascent of deleterious mutations,2006,29,7784,Article,3,45,6,1,1,12,192,0.972,0.394,0.003,0.988
10.1371/journal.pcbi.0020142,Biocurators: Contributors to the World of Science,2006,18,6697,Editorial,2,0,0,0,0,7,NA,0,0,0.003,0.998
10.1371/journal.pcbi.0020143,The evolution of two-component systems in bacteria reveals different strategies for niche adaptation,2006,118,19467,Article,3,40,11,0,2,14,207,0.977,0.292,0.005,0.004
10.1371/journal.pcbi.0020144,Mapping information flow in sensorimotor networks,2006,206,18579,Article,2,62,7,8,2,6,191,0.991,0.3,0.005,0
10.1371/journal.pcbi.0020145,Identification of the proliferation/differentiation switch in the cellular network of multicellular organisms,2006,79,12771,Article,13,33,4,0,1,13,184,0.952,0.362,0.138,NA
10.1371/journal.pcbi.0020146,Ab initio modeling of the herpesvirus VP26 core domain assessed by cryoEM density,2006,44,5271,Article,6,56,6,0,2,13,251,0.923,0.275,0.003,0
10.1371/journal.pcbi.0020147,Funneled landscape leads to robustness of cell networks: Yeast cell cycle,2006,38,5845,Article,4,32,5,35,2,11,122,0.975,0.405,0.243,NA
10.1371/journal.pcbi.0020150,The evolution of word composition in metazoan promoter sequence,2006,8,5737,Article,3,25,2,0,1,9,299,0.958,0.343,0.063,0.004
10.1371/journal.pcbi.0020151,A curvature-mediated mechanism for localization of lipids to bacterial poles,2006,136,9211,Article,3,28,6,3,1,11,203,0.956,0.325,0,0
10.1371/journal.pcbi.0020152,Humans can adopt optimal discounting strategy under real-time constraints,2006,60,7817,Article,7,42,4,19,2,10,156,1,0.337,NA,NA
10.1371/journal.pcbi.0020153,Structural modeling of protein interactions by analogy: Application to PSD-95,2006,38,11281,Article,8,95,5,2,2,11,304,0.911,0.267,0,0
10.1371/journal.pcbi.0020154,Optimal noise filtering in the chemotactic response of Escherichia coli,2006,94,11228,Article,3,44,11,16,1,10,198,1,0.4,0.002,0.002
10.1371/journal.pcbi.0020155,3D complex: A structural classification of protein complexes,2006,231,24835,Article,4,51,7,0,1,8,252,0.951,0.42,0.005,0.997
10.1371/journal.pcbi.0020156,The genome: An outsider's view,2006,2,13301,Short Survey,1,10,0,0,0,6,NA,0,0,0.006,0.006
10.1371/journal.pcbi.0020157,Selection of target sites for mobile DNA integration in the human genome,2006,158,9355,Article,4,46,6,0,1,12,151,0.867,0.371,0.005,0
10.1371/journal.pcbi.0020158,Meta-analysis of differentiating mouse embryonic stem cell gene expression kinetics reveals early change of a small gene set,2006,36,11160,Article,6,59,6,9,1,19,250,0.947,0.296,0,0.997
10.1371/journal.pcbi.0020159,An integrative genomic approach to uncover molecular mechanisms of prokaryotic traits,2006,25,7349,Article,6,51,5,4,1,11,303,0.86,0.256,0.145,0.03
10.1371/journal.pcbi.0020160,Robustness and fragility in immunosenescence,2006,22,4402,Article,2,20,3,19,1,5,194,0.983,0.378,0.007,0.95
10.1371/journal.pcbi.0020161,Computational inference of neural information flow networks,2006,114,12267,Article,5,59,5,0,2,7,190,0.984,0.325,NA,0.003
10.1371/journal.pcbi.0020162,Cooperation is fleeting in the world of transposable elements,2006,20,5746,Article,1,35,2,6,1,9,247,0.953,0.372,0.007,0.007
10.1371/journal.pcbi.0020163,Computational reconstruction of iron- and manganese-responsive transcriptional networks in α-proteobacteria,2006,110,9611,Article,5,81,10,0,3,12,251,0.915,0.289,0,0.004
10.1371/journal.pcbi.0020164,Transcriptional regulation by competing transcription factor modules,2006,85,13165,Article,3,55,6,0,1,7,192,0.95,0.319,0,0
10.1371/journal.pcbi.0020165,Computational aspects of feedback in neural circuits,2007,124,14435,Article,3,62,7,68,2,7,327,0.988,0.372,0,0.004
10.1371/journal.pcbi.0020166,Detecting statistically significant common insertion sites in retroviral insertional mutagenesis screens,2006,97,8010,Article,5,23,10,4,1,11,339,0.963,0.353,0,NA
10.1371/journal.pcbi.0020167,Gene expression of Caenorhabditis elegans neurons carries information on their synaptic connectivity,2006,39,5996,Article,4,46,2,0,1,12,147,0.98,0.357,0.023,0
10.1371/journal.pcbi.0020168,On side-chain conformational entropy of proteins,2006,36,14338,Article,2,48,5,2,1,7,184,0.956,0.389,NA,0.078
10.1371/journal.pcbi.0020169,Connectivity in the yeast cell cycle transcription network: Inferences from neural networks,2006,11,8732,Article,3,48,11,2,1,12,305,0.94,0.315,0.005,0.997
10.1371/journal.pcbi.0020170,Insight into the structure of amyloid fibrils from the analysis of globular proteins,2006,165,11145,Article,4,59,5,6,2,13,239,0.993,0.298,0.008,0
10.1371/journal.pcbi.0020171,Geometrically repatterned immunological synapses uncover formation mechanisms,2006,20,3138,Article,2,24,5,2,1,7,126,0.975,0.312,0.004,0.005
10.1371/journal.pcbi.0020172,Erratum: Computational model explains high activity and rapid cycling of Rho GTPases within protein complexes (PLoS Computational Biology (2007) 3 (7) (e136) DOI:10.1371/journal.pcbi.0030136),2007,0,6117,Erratum,2,60,8,24,1,28,288,0.962,0.258,0.004,0.996
10.1371/journal.pcbi.0020172,Computational model explains high activity and rapid cycling of Rho GTPases within protein complexes,2006,36,6117,Article,2,60,8,24,1,14,288,0.962,0.258,0.004,0.996
10.1371/journal.pcbi.0020173,Protein homology network families reveal step-wise diversification of type III and type IV secretion systems,2006,38,7217,Article,3,31,8,7,1,16,232,0.934,0.382,NA,0.005
10.1371/journal.pcbi.0020174,Modularity and dynamics of cellular networks,2006,64,14354,Review,2,66,9,0,0,6,NA,0,0,0.159,1
10.1371/journal.pcbi.0020176,DARPP-32 is a robust integrator of dopamine and glutamate signals,2006,122,18504,Article,4,60,10,0,NA,11,374,0.911,0.263,NA,0.002
10.1371/journal.pcbi.0020177,Prediction of amyloidogenic and disordered regions in protein chains,2006,146,7825,Article,3,79,3,0,1,9,199,0.971,0.346,1,0
10.1371/journal.pcbi.0020178,"Stern-judging: A simple, successful norm which promotes cooperation under indirect reciprocity",2006,112,6097,Article,3,33,2,1,2,12,129,1,0.412,0.005,0
10.1371/journal.pcbi.0020179,Nitric oxide regulates input specificity of long-term depression and context dependence of cerebellar learning,2007,31,4840,Article,4,79,7,2,1,15,262,0.987,0.295,NA,0
10.1371/journal.pcbi.0020180,Targeting neuropilin-1 to inhibit VEGF signaling in cancer: Comparison of therapeutic approaches,2006,60,9680,Article,2,50,9,24,1,13,281,0.926,0.284,NA,0
10.1371/journal.pcbi.0020181,"Erratum: Ten simple rules for selecting a postdoctoral position (PLoS Computational Biology 2, 11 DOI: 10.1371/journal.pcbi.0020121)",2006,1,5842,Erratum,2,0,0,0,0,20,NA,0,0,0.003,0
10.1371/journal.pcbi.0030001,Automated querying of genome databases,2007,5,14344,Review,1,20,2,0,0,5,NA,0,0,0.003,0.003
10.1371/journal.pcbi.0030002,"A phylogenomic study of human, dog, and mouse",2007,51,21078,Article,3,40,2,1,1,8,168,1,0.368,0.997,0
10.1371/journal.pcbi.0030003,Using phylogeny to improve genome-wide distant homology recognition,2007,4,4539,Article,3,35,5,0,1,9,261,0.97,0.341,1,0.998
10.1371/journal.pcbi.0030004,Modeling HER2 effects on cell behavior from mass spectrometry phosphotyrosine data,2007,85,8288,Article,4,51,7,14,1,11,367,0.939,0.296,0.004,0.004
10.1371/journal.pcbi.0030005,Protein and DNA sequence determinants of thermophilic adaptation,2007,180,16645,Article,3,41,8,2,1,8,296,0.91,0.323,0,0.007
10.1371/journal.pcbi.0030006,Both ligand- and cell-specific parameters control ligand agonism in a kinetic model of G protein-coupled receptor signaling,2007,57,7483,Article,2,95,7,2,1,19,230,0.938,0.323,0.997,0.997
10.1371/journal.pcbi.0030007,Large-scale discovery of promoter motifs in Drosophila melanogaster,2007,56,17198,Article,4,52,9,3,1,9,260,0.957,0.302,0.004,0.002
10.1371/journal.pcbi.0030010,Identification of functional subclasses in the DJ-1 superfamily proteins,2007,53,6030,Article,4,24,3,0,1,10,324,0.922,0.366,0.65,0.996
10.1371/journal.pcbi.0030011,Evolutionary interactions between N-Linked glycosylation sites in the HIV-1 envelope,2007,51,8625,Article,4,53,4,3,2,12,298,0.929,0.321,0.001,0.003
10.1371/journal.pcbi.0030012,From bytes to bedside: Data integration and computational biology for translational cancer research,2007,46,11922,Review,9,102,2,0,0,13,NA,0,0,NA,0
10.1371/journal.pcbi.0030013,Emergent dynamics of thymocyte development and lineage determination,2007,59,5802,Article,3,30,8,0,2,8,128,0.933,0.27,0.229,NA
10.1371/journal.pcbi.0030014,Detecting key structural features within highly recombined genes,2007,7,4688,Article,3,34,8,0,2,8,302,0.95,0.309,0.004,0.998
10.1371/journal.pcbi.0030015,Robustness can evolve gradually in complex regulatory gene networks with varying topology,2007,261,17642,Article,3,70,4,2,3,12,229,0.985,0.429,0,0.007
10.1371/journal.pcbi.0030016,Automatic extraction of protein point mutations using a graph bigram association,2007,33,6752,Article,3,27,4,1,2,11,305,0.924,0.268,0.005,0.006
10.1371/journal.pcbi.0030017,Efficiency and cost of economical brain functional networks,2007,1448,40178,Article,2,52,6,3,1,8,221,0.908,0.374,0.999,0.006
10.1371/journal.pcbi.0030019,Moving education forward,2007,6,3694,Editorial,1,5,0,0,0,3,NA,0,0,0.931,0.931
10.1371/journal.pcbi.0030020,Improving the Caenorhabditis elegans genome annotation using machine learning,2007,51,9805,Article,7,41,6,7,2,9,261,0.873,0.254,0.001,0
10.1371/journal.pcbi.0030021,Mechanochemical coupling in the myosin motor domain. I. Insights from equilibrium active-site simulations,2007,55,5924,Article,4,94,8,6,1,14,305,0.989,0.362,NA,NA
10.1371/journal.pcbi.0030022,Deprotonation by dehydration: The origin of ammonium sensing in the AmtB channel,2007,37,5549,Article,2,55,10,2,1,12,294,0.953,0.296,0.004,0.005
10.1371/journal.pcbi.0030023,Mechanochemical coupling in the myosin motor domain. II. Analysis of critical residues,2007,70,5716,Article,4,88,11,5,1,12,264,0.981,0.323,NA,NA
10.1371/journal.pcbi.0030024,Dose response relationship in anti-stress gene regulatory networks,2007,70,8390,Article,2,102,12,14,1,9,347,0.953,0.269,NA,0.009
10.1371/journal.pcbi.0030025,Specificity and evolvability in eukaryotic protein interaction networks,2007,89,9967,Article,2,56,3,1,1,8,181,0.94,0.333,0.006,0.006
10.1371/journal.pcbi.0030025,"Erratum: Specificity and evolvability in eukaryotic protein interaction networks (PLoS Computational Biology (2007) 3, 3, (e70) doi:10.1371/journal. pcbi.0030070)",2007,1,9967,Erratum,2,56,3,1,1,22,181,0.94,0.333,0.006,0.006
10.1371/journal.pcbi.0030026,Functional impact of missense variants in BRCA1 predicted by supervised learning,2007,44,13825,Article,5,86,5,5,2,11,204,0.933,0.333,0.997,0
